,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,source,Enrichment_Term,score,significance_str,immune_related,dataset
256,prerank,KEGG_2021_Human__Hippo signaling pathway,-0.2712780212631257,-1.025354382099726,0.38666666666666666,0.8470829062683541,1.0,30/123,17.99%,BMP2;RASSF6;FGF1;TGFBR2;WNT2B;CDH1;TP53BP2;ID1;PATJ;PARD6B;LLGL2;FZD5;WTIP;WNT9A;FZD6;PARD3;CTNNA3;WNT5A;NKD1;AREG;TEAD4;PRKCZ;DLG2;WNT3A;TCF7L1;PRKCI;WWTR1;LEF1;BMPR2;WNT7B,KEGG_2021_Human,Hippo signaling pathway,0.07207408202724451,ns,False,MelmsIzar
257,prerank,KEGG_2021_Human__Retinol metabolism,-0.39159041059391986,-1.018998646880416,0.43253968253968256,0.8391597664482398,1.0,3/19,8.05%,CYP3A5;RDH13;SDR16C5,KEGG_2021_Human,Retinol metabolism,0.07615534658331058,ns,False,MelmsIzar
261,prerank,KEGG_2021_Human__RNA polymerase,-0.36311400802650956,-1.010303571791154,0.4527938342967245,0.839312021572798,1.0,12/24,32.90%,POLR3H;POLR3C;POLR3F;POLR3B;POLR1B;POLR1D;POLR1C;POLR3G;POLR2J3;POLR2F;POLR2E;POLR2C,KEGG_2021_Human,RNA polymerase,0.07607655638726386,ns,False,MelmsIzar
262,prerank,KEGG_2021_Human__Fanconi anemia pathway,-0.3163703212787884,-1.0053990615409059,0.40337711069418386,0.8268905702773012,1.0,4/42,8.18%,ERCC1;FANCC;RPA3;EME2,KEGG_2021_Human,Fanconi anemia pathway,0.0825519606642231,ns,False,MelmsIzar
267,prerank,KEGG_2021_Human__Inositol phosphate metabolism,-0.2874694149192544,-0.9823896643919905,0.46449136276391556,0.8836234907400247,1.0,7/64,6.59%,MTMR7;ITPKC;PIK3C2G;PIP5K1B;PLCE1;MTMR8;INPP1,KEGG_2021_Human,Inositol phosphate metabolism,0.05373274712024862,ns,False,MelmsIzar
273,prerank,KEGG_2021_Human__Adrenergic signaling in cardiomyocytes,-0.26667542435949476,-0.9618367153621636,0.5353728489483748,0.9310565226870285,1.0,20/100,15.68%,ATP2A1;ADCY8;CACNA2D3;CACNB4;RPS6KA5;ATP2B4;CACNA2D2;SLC9A1;CACNA1D;ATP1A1;ADCY6;CREB3L1;RAPGEF3;ADRA1B;PPP2R3A;ATP1B1;CACNB1;CREB5;CACNG4;MAPK1,KEGG_2021_Human,Adrenergic signaling in cardiomyocytes,0.031023953018713447,ns,False,MelmsIzar
275,prerank,KEGG_2021_Human__Metabolism of xenobiotics by cytochrome P450,-0.34465834299940545,-0.9581020194613505,0.5077821011673151,0.9143914180092821,1.0,2/24,0.98%,CYP3A5;CBR3,KEGG_2021_Human,Metabolism of xenobiotics by cytochrome P450,0.03886785865028867,ns,False,MelmsIzar
277,prerank,KEGG_2021_Human__Homologous recombination,-0.3073352317467891,-0.9515093392382787,0.5407554671968191,0.9096955854824037,1.0,4/37,8.80%,SYCP3;RPA3;RAD52;XRCC3,KEGG_2021_Human,Homologous recombination,0.04110391280300665,ns,False,MelmsIzar
282,prerank,KEGG_2021_Human__Gastric acid secretion,-0.2886139813718692,-0.9349456753699177,0.5828460038986355,0.9404323529073049,1.0,10/47,13.89%,ADCY8;CHRM3;KCNJ15;EZR;ITPR3;SLC9A1;CFTR;ATP1A1;ADCY6;ATP1B1,KEGG_2021_Human,Gastric acid secretion,0.026672438620443408,ns,False,MelmsIzar
289,prerank,KEGG_2021_Human__Circadian rhythm,-0.31733345725144196,-0.8968649476032275,0.6294227188081937,1.0,1.0,4/29,7.74%,PER2;RORC;PRKAB1;CRY1,KEGG_2021_Human,Circadian rhythm,-0.0,ns,False,MelmsIzar
291,prerank,KEGG_2021_Human__Ovarian steroidogenesis,-0.3120210812785287,-0.8908625054780213,0.6290018832391714,1.0,1.0,10/28,22.17%,ADCY8;HSD17B2;LDLR;ADCY6;ACOT2;PLA2G4F;PTGS2;INSR;PLA2G4B;ADCY2,KEGG_2021_Human,Ovarian steroidogenesis,-0.0,ns,False,MelmsIzar
293,prerank,KEGG_2021_Human__Aldosterone synthesis and secretion,-0.26191159157334765,-0.8859468487883995,0.6717267552182163,1.0,1.0,18/63,23.02%,ADCY8;ATP2B4;LIPE;ITPR3;CACNA1D;LDLR;NPR1;ATP1A1;ADCY6;CREB3L1;ATP1B1;CREB5;CAMK1D;NR4A1;PRKCE;DAGLB;ADCY2;CALML4,KEGG_2021_Human,Aldosterone synthesis and secretion,-0.0,ns,False,MelmsIzar
295,prerank,KEGG_2021_Human__Calcium signaling pathway,-0.22864799429858917,-0.8742339149504587,0.7864077669902912,1.0,1.0,28/143,18.07%,ATP2A1;ADCY8;ITPKC;PTGFR;CHRM3;FGF1;PLCE1;ERBB4;MST1R;MCU;ATP2B4;ITPR3;HTR2B;EGFR;CACNA1D;ERBB3;RYR3;ADRA1B;PHKG1;CHRM5;PHKG2;PPP3CB;MET;PLCG1;ERBB2;CAMK1D;FGFR2;TACR1,KEGG_2021_Human,Calcium signaling pathway,-0.0,ns,True,MelmsIzar
296,prerank,KEGG_2021_Human__Type II diabetes mellitus,-0.30308452099408,-0.8739046559156087,0.6438356164383562,1.0,1.0,9/30,19.29%,SOCS2;HKDC1;CACNA1D;MAPK8;PRKCZ;MAPK1;INSR;PRKCE;MAPK10,KEGG_2021_Human,Type II diabetes mellitus,-0.0,ns,False,MelmsIzar
297,prerank,KEGG_2021_Human__Insulin secretion,-0.26731636176135465,-0.8737029453105598,0.6839080459770115,0.979240853737998,1.0,13/53,19.14%,ADCY8;CHRM3;ITPR3;CACNA1D;ATP1A1;ADCY6;CREB3L1;ATP1B1;CREB5;PCLO;STX1A;KCNMB1;TRPM4,KEGG_2021_Human,Insulin secretion,0.009110476139216069,ns,False,MelmsIzar
300,prerank,KEGG_2021_Human__Tight junction,-0.23228086331051795,-0.8714257873664234,0.7670454545454546,0.9603668934798806,1.0,36/132,19.76%,CGN;MYH11;CLDN18;ACTR3C;EZR;MYH14;CLDN4;PATJ;PRKAB1;CLDN20;AMOTL1;PARD6B;CACNA1D;NEDD4L;LLGL2;MAPK8;MAGI1;TJP1;CFTR;ARHGEF18;OCLN;PARD3;MARVELD3;CGNL1;AFDN;PRKCZ;DLG2;YBX3;ERBB2;PRKCI;TJP3;AMOTL2;PRKCE;MAPK10;CLDN7;ACTR3B,KEGG_2021_Human,Tight junction,0.017562819696668466,ns,False,MelmsIzar
304,prerank,KEGG_2021_Human__One carbon pool by folate,-0.34522083659660074,-0.8524502548599482,0.6848249027237354,0.9866188545829352,1.0,4/16,13.01%,TYMS;MTHFS;AMT;MTHFD2L,KEGG_2021_Human,One carbon pool by folate,0.00585058929645506,ns,False,MelmsIzar
305,prerank,KEGG_2021_Human__Nicotinate and nicotinamide metabolism,-0.3053654464501779,-0.8517282987654125,0.7122448979591837,0.9643026577790337,1.0,4/26,16.20%,NMNAT2;ENPP3;NMNAT3;SIRT5,KEGG_2021_Human,Nicotinate and nicotinamide metabolism,0.015786636248855707,ns,False,MelmsIzar
306,prerank,KEGG_2021_Human__Phosphatidylinositol signaling system,-0.236883248376467,-0.8484336075947831,0.8007662835249042,0.9493629808285527,1.0,8/85,6.91%,MTMR7;ITPKC;PIK3C2G;PIP5K1B;PLCE1;MTMR8;INPP1;ITPR3,KEGG_2021_Human,Phosphatidylinositol signaling system,0.022567707034485445,ns,False,MelmsIzar
308,prerank,KEGG_2021_Human__Hedgehog signaling pathway,-0.2647314284879091,-0.8421772118066245,0.7490421455938697,0.9412920122801882,1.0,13/48,21.72%,HHIP;LRP2;SMURF1;SCUBE2;SPOP;CDON;HHAT;CUL3;PTCH2;IQCE;CUL1;EFCAB7;FBXW11,KEGG_2021_Human,Hedgehog signaling pathway,0.026275626680458842,ns,False,MelmsIzar
309,prerank,KEGG_2021_Human__Cortisol synthesis and secretion,-0.27131501887722853,-0.8308402351161005,0.7631067961165049,0.944914114135493,1.0,8/39,14.70%,ADCY8;ITPR3;CACNA1D;PDE8B;LDLR;ADCY6;CREB3L1;CREB5,KEGG_2021_Human,Cortisol synthesis and secretion,0.0246076639268394,ns,False,MelmsIzar
311,prerank,MSigDB_Hallmark_2020__UV Response Dn,-0.2184357370423531,-0.828601040787717,0.8803738317757009,0.9283862893907462,1.0,33/135,23.47%,DMAC2L;PTGFR;SFMBT1;SYNE1;F3;TGFBR2;PTPN21;ATP2B4;ID1;SPOP;MGLL;CDON;LDLR;DLC1;TJP1;CAV1;DDAH1;MGMT;MET;CELF2;ERBB2;RBPMS;BDNF;ARHGEF9;ICA1;PRKCE;PTPRM;HAS2;CDC42BPA;MTA1;VLDLR;MYC;ANXA4,MSigDB_Hallmark_2020,UV Response Dn,0.03227128192347717,ns,False,MelmsIzar
312,prerank,KEGG_2021_Human__Wnt signaling pathway,-0.2226288314115204,-0.8278287184965978,0.8766603415559773,0.9098446843741534,1.0,41/122,26.58%,SIAH1;CTNNBIP1;WIF1;WNT2B;FOSL1;MAPK8;CTNND2;GPC4;DKK2;FZD5;WNT9A;FZD6;NFATC1;WNT5A;NKD1;ZNRF3;LRP5;PPP3CB;WNT3A;TCF7L1;TLE1;SENP2;TLE2;LEF1;WNT7B;RNF43;MAPK10;CUL1;CCND3;PPP3CA;PRICKLE2;FBXW11;ROR1;MYC;PLCB1;LGR6;TCF7;DAAM1;PRKCA;LRP6;CXXC4,KEGG_2021_Human,Wnt signaling pathway,0.04103273787254485,ns,False,MelmsIzar
321,prerank,KEGG_2021_Human__Propanoate metabolism,-0.25344072843923926,-0.7338619671558017,0.8720472440944882,1.0,1.0,9/31,27.06%,SUCLA2;MLYCD;ACSS3;BCKDHA;LDHB;EHHADH;ACACA;BCKDHB;ACAT1,KEGG_2021_Human,Propanoate metabolism,-0.0,ns,False,MelmsIzar
324,prerank,KEGG_2021_Human__Lysine degradation,-0.2211023070213104,-0.718022671292868,0.9246704331450094,1.0,1.0,15/56,24.46%,SETMAR;SMYD3;PRDM16;AASS;KMT5B;MECOM;COLGALT2;AADAT;CAMKMT;SETD1A;HADH;PIPOX;EHHADH;KMT2D;ASH1L,KEGG_2021_Human,Lysine degradation,-0.0,ns,False,MelmsIzar
326,prerank,KEGG_2021_Human__Arachidonic acid metabolism,-0.2434734425451469,-0.7127371287188952,0.9322709163346613,0.9954237749825668,1.0,6/32,13.12%,CBR3;PLAAT3;PLA2G10;PLA2G6;GPX2;PLA2G4F,KEGG_2021_Human,Arachidonic acid metabolism,0.0019919906560619443,ns,False,MelmsIzar
329,prerank,KEGG_2021_Human__Other types of O-glycan biosynthesis,-0.2214777344211934,-0.6793743638275576,0.9644859813084112,0.992360047447399,1.0,7/40,15.30%,GALNTL6;GALNT13;GALNT18;GALNT5;COLGALT2;GALNT7;GALNT3,KEGG_2021_Human,Other types of O-glycan biosynthesis,0.0033307288037061488,ns,False,MelmsIzar
334,prerank,KEGG_2021_Human__Basal transcription factors,-0.15886886573238104,-0.47816383423562375,0.9980237154150198,0.9994760056660487,1.0,9/38,29.24%,TAF1;TAF2;ERCC3;TAF11;GTF2B;CCNH;TAF5L;MNAT1;TBP,KEGG_2021_Human,Basal transcription factors,0.00022762749075101155,ns,False,MelmsIzar
333,prerank,MSigDB_Hallmark_2020__Hedgehog Signaling,0.19452269296052638,0.5299821860040863,0.9914712153518124,0.9980289337647366,1.0,6/23,25.52%,TLE3;NRP2;NRCAM;NRP1;LDB1;THY1,MSigDB_Hallmark_2020,Hedgehog Signaling,0.0008568679388639492,ns,False,MelmsIzar
332,prerank,KEGG_2021_Human__Biosynthesis of unsaturated fatty acids,0.20850063642648659,0.56489072619351,0.9705263157894737,0.9997019111111637,1.0,6/21,25.56%,SCD;TECR;HSD17B12;ELOVL1;HACD3;SCP2,KEGG_2021_Human,Biosynthesis of unsaturated fatty acids,0.00012947765842283881,ns,False,MelmsIzar
331,prerank,KEGG_2021_Human__TGF-beta signaling pathway,0.19151348221422115,0.6610783522843178,0.9836065573770492,0.9869545993611597,1.0,17/68,23.86%,ACVR1;DCN;PPP2R1A;SMAD5;MAPK3;TFDP1;FMOD;SMAD1;RHOA;NBL1;ZFYVE16;TGFBR1;RBX1;FBN1;ID3;RGMA;ID2,KEGG_2021_Human,TGF-beta signaling pathway,0.005702824737070678,ns,True,MelmsIzar
330,prerank,KEGG_2021_Human__Terpenoid backbone biosynthesis,0.261305277951117,0.6636328710731876,0.9203187250996016,0.9897026248281289,1.0,2/18,13.54%,NUS1;ICMT,KEGG_2021_Human,Terpenoid backbone biosynthesis,0.0044952779244847784,ns,False,MelmsIzar
328,prerank,KEGG_2021_Human__Hematopoietic cell lineage,0.20461616940386307,0.6957321316554885,0.9650924024640657,0.9801543027862339,1.0,8/65,14.25%,CD33;ITGAM;HLA-DMB;ANPEP;CSF1R;TFRC;CD14;CD7,KEGG_2021_Human,Hematopoietic cell lineage,0.008705549232495113,ns,False,MelmsIzar
327,prerank,KEGG_2021_Human__Ribosome biogenesis in eukaryotes,0.2105920938226328,0.7088669694697782,0.95703125,0.9768090801011087,1.0,7/62,11.30%,RMRP;CSNK2B;CSNK2A1;NOP10;REXO2;XPO1;UTP18,KEGG_2021_Human,Ribosome biogenesis in eukaryotes,0.010190311983446151,ns,False,MelmsIzar
325,prerank,KEGG_2021_Human__Mismatch repair,0.26575198856276483,0.7152817464670858,0.8615702479338843,0.9762259142814054,1.0,4/22,10.83%,RPA1;PCNA;POLD1;POLD4,KEGG_2021_Human,Mismatch repair,0.010449668017298231,ns,False,MelmsIzar
323,prerank,KEGG_2021_Human__Cell adhesion molecules,0.19421095804344762,0.7187095452152981,0.993801652892562,0.9775450252115049,1.0,30/109,23.76%,ITGAM;SIGLEC1;VCAN;HLA-E;HLA-A;SDC3;HLA-B;HLA-DMB;HLA-C;MPZL1;CD86;CD274;CD99L2;SDC2;CLDN15;NRCAM;HLA-DRA;ITGB2;NCAM2;ITGAV;NLGN2;NTNG2;HLA-F;SPN;ICOSLG;CD58;HLA-DOA;CD276;CD4;GLG1,KEGG_2021_Human,Cell adhesion molecules,0.009863230095197312,ns,False,MelmsIzar
322,prerank,MSigDB_Hallmark_2020__Myc Targets V2,0.23018460205069133,0.7320137175658534,0.9131313131313131,0.971813267749702,1.0,16/46,27.35%,HSPE1;SRM;CBX3;HSPD1;PHB;NPM1;PA2G4;PLK4;FARSA;PES1;UNG;CDK4;MCM5;MCM4;GNL3;PPAN,MSigDB_Hallmark_2020,Myc Targets V2,0.01241717599625925,ns,False,MelmsIzar
320,prerank,KEGG_2021_Human__Aldosterone-regulated sodium reabsorption,0.26773683882030863,0.759482783412958,0.8676470588235294,0.95076661967212,1.0,9/26,20.89%,IGF1;MAPK3;PIK3R1;SFN;PIK3R2;PIK3CA;PDPK1;ATP1B3;PIK3CD,KEGG_2021_Human,Aldosterone-regulated sodium reabsorption,0.02192607425841781,ns,False,MelmsIzar
319,prerank,KEGG_2021_Human__Vascular smooth muscle contraction,0.21335220325306575,0.7705310571414191,0.9290322580645162,0.9420877702230644,1.0,12/93,11.23%,CALM3;PRKACA;ARHGEF11;PPP1CC;KCNMA1;GUCY1B1;MAP2K2;PPP1CA;ADCY3;GNA13;MAPK3;PLCB3,KEGG_2021_Human,Vascular smooth muscle contraction,0.02590863399284746,ns,False,MelmsIzar
318,prerank,KEGG_2021_Human__Starch and sucrose metabolism,0.290524860821583,0.7935995540107399,0.7716049382716049,0.9151940204043294,1.0,5/21,15.11%,GAA;PYGL;PGM2L1;HK3;UGP2,KEGG_2021_Human,Starch and sucrose metabolism,0.038486826088078366,ns,False,MelmsIzar
317,prerank,KEGG_2021_Human__Cytosolic DNA-sensing pathway,0.25417375748967785,0.7962275286532198,0.8346456692913385,0.9149409810411576,1.0,7/41,13.00%,CGAS;POLR2L;CASP1;PYCARD;IKBKE;ADAR;CXCL10,KEGG_2021_Human,Cytosolic DNA-sensing pathway,0.03860691952352797,ns,True,MelmsIzar
316,prerank,KEGG_2021_Human__Regulation of lipolysis in adipocytes,0.2565053684761913,0.8048023718503159,0.8035714285714286,0.9052673702013155,1.0,10/41,17.54%,GNAI2;PRKACA;GNAI1;ADCY3;AKT1;PIK3R1;AKT2;PDE3B;PIK3R2;PIK3CA,KEGG_2021_Human,Regulation of lipolysis in adipocytes,0.043223133221576907,ns,False,MelmsIzar
315,prerank,MSigDB_Hallmark_2020__TGF-beta Signaling,0.2484927020853895,0.8068930689708944,0.801980198019802,0.9052038811593525,1.0,17/52,24.11%,ACVR1;FKBP1A;FURIN;PPP1CA;TRIM33;ENG;HDAC1;CDKN1C;SMAD1;RHOA;PPP1R15A;UBE2D3;TGFBR1;LTBP2;ID3;ID2;JUNB,MSigDB_Hallmark_2020,TGF-beta Signaling,0.04325359262884611,ns,True,MelmsIzar
314,prerank,KEGG_2021_Human__Ether lipid metabolism,0.28075138458194937,0.8171905028100608,0.7642105263157895,0.8913387236149091,1.0,8/28,19.51%,PLA2G7;PAFAH1B2;PLD1;AGPS;PLD3;PLA2G4A;SELENOI;CEPT1,KEGG_2021_Human,Ether lipid metabolism,0.04995722543341358,ns,False,MelmsIzar
313,prerank,KEGG_2021_Human__Carbohydrate digestion and absorption,0.2912141924448379,0.8273465988494384,0.7345679012345679,0.8766147321335234,1.0,11/26,24.57%,AKT1;PLCB3;PIK3R1;AKT2;HK3;PIK3R2;PIK3CA;ATP1B3;PIK3CD;SLC37A4;PLCB2,KEGG_2021_Human,Carbohydrate digestion and absorption,0.05719123499333797,ns,False,MelmsIzar
310,prerank,KEGG_2021_Human__Signaling pathways regulating pluripotency of stem cells,0.22682550728885834,0.8304499131573998,0.8512396694214877,0.8739576663463505,1.0,23/92,21.97%,ACVR1;GRB2;MAP2K2;IGF1;AKT1;SMAD5;DVL2;MAPK3;MAPK14;PIK3R1;AKT2;REST;SMAD1;PIK3R2;PIK3CA;MAPK13;FZD1;HRAS;FGF2;PIK3CD;JAK2;JARID2;ID3,KEGG_2021_Human,Signaling pathways regulating pluripotency of stem cells,0.05850960365558995,ns,False,MelmsIzar
307,prerank,KEGG_2021_Human__Selenocompound metabolism,0.3425803670304022,0.846137507917536,0.6941176470588235,0.8461265290862995,1.0,3/15,15.82%,SEPHS2;PAPSS1;TXNRD1,KEGG_2021_Human,Selenocompound metabolism,0.07256468805421568,ns,False,MelmsIzar
303,prerank,MSigDB_Hallmark_2020__TNF-alpha Signaling via NF-kB,0.21717893095717988,0.8609212415463827,0.8766233766233766,0.8170889360896919,1.0,22/178,11.03%,CEBPB;DNAJB4;ABCA1;NINJ1;MARCKS;G0S2;IFIH1;TLR2;PDE4B;BCL2A1;CEBPD;KYNU;CDKN1A;SQSTM1;TNFAIP6;IER5;STAT5A;IFIT2;SLC2A3;BCL6;PTX3;DENND5A,MSigDB_Hallmark_2020,TNF-alpha Signaling via NF-kB,0.0877306700882961,ns,False,MelmsIzar
302,prerank,KEGG_2021_Human__Pentose phosphate pathway,0.32032592806256394,0.8650978222196646,0.6497975708502024,0.8106622211553596,1.0,9/21,22.25%,TALDO1;PGD;TKT;G6PD;RPE;GPI;PFKL;FBP1;PFKM,KEGG_2021_Human,Pentose phosphate pathway,0.09116006569748926,ns,False,MelmsIzar
301,prerank,KEGG_2021_Human__Herpes simplex virus 1 infection,0.204253647081243,0.8679316357106742,0.9288702928870293,0.807392697981341,1.0,70/365,21.69%,SRSF9;B2M;ZNF100;PPP1CC;SRSF8;BST2;CGAS;CALR;ZNF616;IFIH1;TLR2;TAPBP;EIF4EBP1;STAT2;CASP3;TAB2;HLA-E;HLA-A;PPP1CA;HCFC1;HLA-B;AKT1;ZNF267;HLA-DMB;IFNAR1;ZNF417;ZNF680;PDIA3;IKBKE;PILRA;HLA-C;TNFRSF1A;IRAK1;ZNF430;BAX;ZNF93;PIK3R1;APAF1;TRAF6;AKT2;BAK1;ZNF746;OAS1;TAP1;DAXX;BAD;IFNGR1;STAT1;OAS3;OAS2;PIK3R2;ZNF234;PIK3CA;TRADD;HLA-DRA;ZNF736;RELA;ZNF184;ZNF624;SYK;SRSF1;EIF2AK2;PIK3CD;RNASEL;JAK2;ZNF677;FAS;HLA-F;CD74;ZNF699,KEGG_2021_Human,Herpes simplex virus 1 infection,0.09291518264523693,ns,True,MelmsIzar
299,prerank,KEGG_2021_Human__Long-term potentiation,0.2675688092137845,0.8720133312080297,0.7116182572614108,0.8009874162717957,1.0,8/50,11.23%,CALM3;PRKACA;PPP1CC;MAP2K2;PPP1CA;PPP3R1;MAPK3;PLCB3,KEGG_2021_Human,Long-term potentiation,0.09637430674553678,ns,False,MelmsIzar
298,prerank,KEGG_2021_Human__Fructose and mannose metabolism,0.30606113943319035,0.8721757220622532,0.6673469387755102,0.8036786396864419,1.0,8/24,22.25%,AKR1B1;PFKFB4;TPI1;GMPPA;HK3;PFKL;FBP1;PFKM,KEGG_2021_Human,Fructose and mannose metabolism,0.09491757427457656,ns,False,MelmsIzar
294,prerank,KEGG_2021_Human__Melanogenesis,0.2538971319298905,0.8765095412763544,0.7160493827160493,0.7966275409542173,1.0,10/70,11.23%,GNAI2;CALM3;PRKACA;MAP2K2;GNAI1;ADCY3;MITF;DVL2;MAPK3;PLCB3,KEGG_2021_Human,Melanogenesis,0.09874468326728196,ns,False,MelmsIzar
292,prerank,KEGG_2021_Human__Cytokine-cytokine receptor interaction,0.2304876732945289,0.886516271738526,0.7440347071583514,0.7749228644018334,1.0,25/139,17.22%,ACVR1;CXCL12;IL17RA;CCR1;TNFSF13B;CXCL16;TNFSF12;CCL21;CCL8;CCR2;EDA2R;IFNAR1;CCL13;CSF1R;RELT;TNFRSF1B;IL10RA;TNFRSF1A;CXCL10;CCL18;TNFSF13;IFNGR1;CCR5;GDF15;CXCL9,KEGG_2021_Human,Cytokine-cytokine receptor interaction,0.11074152488963193,ns,True,MelmsIzar
290,prerank,KEGG_2021_Human__T cell receptor signaling pathway,0.24841522508297995,0.8965049812038344,0.6965811965811965,0.7526337340716351,1.0,31/89,28.37%,GRB2;MAP2K2;PPP3R1;AKT1;PAK2;MAPK3;MAPK14;MAP2K7;PIK3R1;AKT2;VAV3;RHOA;PIK3R2;SOS1;PIK3CA;MAPK13;PDPK1;HRAS;CBLB;RELA;VAV2;PIK3CD;LCP2;CD4;CDC42;CDK4;MAPK9;VAV1;NRAS;CD8A;CD3G,KEGG_2021_Human,T cell receptor signaling pathway,0.12341631990822173,ns,False,MelmsIzar
288,prerank,KEGG_2021_Human__Pyrimidine metabolism,0.2825995247606117,0.9021493802106442,0.6342975206611571,0.7404865050482072,1.0,11/44,22.08%,RRM2B;NME2;TYMP;DPYS;UCK1;NME4;CMPK1;UPP1;DCK;DTYMK;RRM2,KEGG_2021_Human,Pyrimidine metabolism,0.13048285184432784,ns,False,MelmsIzar
287,prerank,KEGG_2021_Human__Amphetamine addiction,0.2896248643591616,0.9104394528610348,0.6070686070686071,0.7217050497725216,1.0,7/43,8.21%,HDAC2;CALM3;PRKACA;PPP1CC;ATF2;PPP1CA;PPP3R1,KEGG_2021_Human,Amphetamine addiction,0.14164025593172855,ns,False,MelmsIzar
286,prerank,MSigDB_Hallmark_2020__Notch Signaling,0.31507672124410063,0.9118184016475067,0.6012145748987854,0.7209248770727005,1.0,8/29,25.34%,SAP30;APH1A;NOTCH2;FZD1;CCND1;RBX1;NOTCH3;LFNG,MSigDB_Hallmark_2020,Notch Signaling,0.14210998794711258,ns,False,MelmsIzar
285,prerank,KEGG_2021_Human__ABC transporters,0.31198699428724624,0.9120952990420367,0.5952380952380952,0.723063192912556,1.0,8/32,16.63%,ABCA1;ABCG1;ABCD1;ABCB10;ABCD4;ABCA7;TAP1;ABCC5,KEGG_2021_Human,ABC transporters,0.14082374539714343,ns,False,MelmsIzar
284,prerank,KEGG_2021_Human__Inflammatory mediator regulation of TRP channels,0.26690837533051603,0.9129256076809149,0.6270833333333333,0.7237433589150065,1.0,15/68,17.62%,CALM3;PRKACA;PLCG2;PPP1CC;IGF1;PPP1CA;ADCY3;PTGER2;MAPK14;PLCB3;PIK3R1;PLA2G4A;PIK3R2;PIK3CA;MAPK13,KEGG_2021_Human,Inflammatory mediator regulation of TRP channels,0.1404154083419501,ns,True,MelmsIzar
283,prerank,KEGG_2021_Human__Focal adhesion,0.23190605250938406,0.9186955426372386,0.6991525423728814,0.7109680381092482,1.0,42/171,20.33%,ELK1;HGF;PPP1CC;TLN1;GRB2;COL6A3;PDGFRB;PIP5K1C;COL6A2;COL1A2;IGF1;PPP1CA;ACTB;AKT1;PAK2;COL6A1;VEGFB;FLNA;ACTG1;MAPK3;COL1A1;PDGFRA;PIK3R1;AKT2;FN1;MYL12B;ZYX;BAD;THBS2;VAV3;RHOA;PIK3R2;SOS1;PIK3CA;PDPK1;HRAS;CCND1;RELN;RAPGEF1;ITGAV;VAV2;CCND2,KEGG_2021_Human,Focal adhesion,0.14814992273688696,ns,False,MelmsIzar
281,prerank,KEGG_2021_Human__Bladder cancer,0.3065938016551881,0.9396225436935622,0.5665961945031712,0.6587746970391334,1.0,11/36,18.46%,E2F3;MMP2;MAP2K2;CDKN1A;TYMP;MAPK3;E2F2;RASSF1;RB1;HRAS;CCND1,KEGG_2021_Human,Bladder cancer,0.18126309005376354,ns,False,MelmsIzar
280,prerank,KEGG_2021_Human__Cushing syndrome,0.2576438443861128,0.9405501338313537,0.5770833333333333,0.6588960541485366,1.0,15/100,11.23%,GNAI2;PRKACA;CDKN1B;E2F3;SCARB1;ATF2;WDR5;MAP2K2;CDKN1A;GNAI1;ADCY3;DVL2;MAPK3;E2F2;PLCB3,KEGG_2021_Human,Cushing syndrome,0.18118309325174747,ns,False,MelmsIzar
279,prerank,KEGG_2021_Human__JAK-STAT signaling pathway,0.25501614906128467,0.9450568097117317,0.5476190476190477,0.6493754904826392,1.0,25/102,20.94%,SOCS5;GRB2;PDGFRB;PIAS2;STAT2;CDKN1A;SOCS4;AKT1;STAT5A;IFNAR1;IL10RA;STAT5B;PDGFRA;PIK3R1;AKT2;IFNGR1;STAT1;PIK3R2;SOS1;PIK3CA;HRAS;CCND1;CCND2;PIK3CD;JAK2,KEGG_2021_Human,JAK-STAT signaling pathway,0.18750410706976067,ns,True,MelmsIzar
278,prerank,KEGG_2021_Human__Insulin resistance,0.2686267240612155,0.9491122554942177,0.5588235294117647,0.641254548268329,1.0,29/87,27.48%,NR1H3;PTPA;PPP1CC;PYGL;PRKAB2;PPP1CA;AKT1;TNFRSF1A;SLC27A4;PIK3R1;AKT2;PPP1R3B;PRKAG2;CPT1A;PIK3R2;PIK3CA;PDPK1;SREBF1;RELA;GFPT1;PIK3CD;GYS1;RPS6KA1;PRKAA1;MAPK9;RPS6KB2;IRS2;PPARGC1B;PTEN,KEGG_2021_Human,Insulin resistance,0.19296954152015486,ns,False,MelmsIzar
276,prerank,MSigDB_Hallmark_2020__KRAS Signaling Up,0.24493854042775662,0.9559891465587513,0.5730088495575221,0.624822124484479,1.0,49/158,22.09%,MAFB;CBL;FCER1G;CTSS;GPNMB;CLEC4A;MMD;G0S2;PSMB8;GPRC5B;TMEM176A;PRRX1;C3AR1;LY96;ENG;TNFRSF1B;SCG5;IL10RA;LCP1;FUCA1;APOD;CXCL10;EPHB2;AKT2;CMKLR1;MAP3K1;LAPTM5;TMEM176B;SNAP25;GYPC;PTBP2;PPP1R15A;LAT2;GLRX;ZNF639;EREG;STRN;RELN;ITGB2;DOCK2;ALDH1A2;CFH;PLAUR;ACE;CCND2;TLR8;SPP1;NIN;NRP1,MSigDB_Hallmark_2020,KRAS Signaling Up,0.20424360081544468,ns,False,MelmsIzar
